Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,
Beau Beech,HAW,23,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,
Davion Berry,RAP,26,4,1,80,8,19,0.421,3,9,0.333,5,10,0.5,0.5,15,18,0.833,0,7,7,4,7,0,7,5,34,
Aaron Best,RAP,26,5,4,124,10,30,0.333,7,22,0.318,3,8,0.375,0.45,10,12,0.833,2,10,12,7,3,1,6,14,37,
Michael Bethea Jr.,REN,,1,1,31,4,7,0.571,4,6,0.667,0,1,0,0.857,0,0,,0,7,7,1,0,0,0,4,12,
Jaron Blossomgame,AUS,24,4,4,119,16,45,0.356,1,4,0.25,15,41,0.366,0.367,7,10,0.7,11,21,32,2,6,1,3,2,40,
Amida Brimah,AUS,23,4,0,76,5,9,0.556,0,0,,5,9,0.556,0.556,0,0,,8,15,23,4,3,10,4,11,10,
Lorenzo Brown,RAP,27,5,5,185,39,95,0.411,8,24,0.333,31,71,0.437,0.453,15,17,0.882,3,23,26,40,3,3,17,8,101,
Thomas Bryant,SBL,20,3,3,101,24,43,0.558,6,17,0.353,18,26,0.692,0.628,9,11,0.818,4,22,26,4,0,6,1,9,63,
Antonio Campbell,LAK,,1,1,25,1,4,0.25,0,2,0,1,2,0.5,0.25,2,2,1,0,6,6,0,0,0,0,3,4,
Michael Carrera,OKL,,1,0,14,0,5,0,0,3,0,0,2,0,0,0,0,,0,3,3,0,0,0,1,0,0,
Alex Caruso,SBL,23,1,0,28,7,15,0.467,0,3,0,7,12,0.583,0.467,6,6,1,0,5,5,2,3,0,2,2,20,
Troy Caupain,LAK,22,1,1,42,11,25,0.44,2,9,0.222,9,16,0.563,0.48,2,3,0.667,1,6,7,2,0,0,4,1,26,
Tyler Cavanaugh,HAW,23,3,0,38,0,10,0,0,7,0,0,3,0,0,1,2,0.5,3,5,8,2,1,0,5,7,1,
Mike Cobbins,OKL,25,1,0,10,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,0,0,1,1,0,
Jack Cooley,REN,26,1,1,32,9,14,0.643,0,0,,9,14,0.643,0.643,3,7,0.429,8,4,12,1,1,0,0,5,21,
Matt Costello,AUS,24,4,4,110,17,25,0.68,0,1,0,17,24,0.708,0.68,2,4,0.5,9,15,24,6,2,19,4,12,36,
Kyle Davis,RGV,25,2,0,26,2,5,0.4,1,3,0.333,1,2,0.5,0.5,0,0,,0,4,4,3,1,0,1,1,5,
Damyean Dotson,WES,23,1,1,37,8,13,0.615,4,6,0.667,4,7,0.571,0.769,0,0,,0,5,5,0,1,1,1,1,20,
PJ Dozier,OKL,21,1,1,28,6,13,0.462,1,8,0.125,5,5,1,0.5,1,2,0.5,1,6,7,3,1,0,1,4,14,
Cleanthony Early,RGV,26,2,0,18,3,9,0.333,1,3,0.333,2,6,0.333,0.389,3,4,0.75,1,0,1,0,0,0,0,2,10,
Fuquan Edwin,RAP,26,5,0,120,16,50,0.32,4,17,0.235,12,33,0.364,0.36,5,7,0.714,6,13,19,7,11,1,4,6,41,
Jeremy Evans,HAW,30,3,3,101,20,29,0.69,7,9,0.778,13,20,0.65,0.81,6,7,0.857,10,12,22,4,3,6,4,5,53,
Kay Felder,GRR,22,1,1,33,9,17,0.529,1,4,0.25,8,13,0.615,0.559,5,5,1,0,8,8,4,0,0,3,4,24,
Javan Felix,OKL,23,1,0,13,1,7,0.143,0,2,0,1,5,0.2,0.143,1,2,0.5,0,1,1,0,0,0,2,0,3,
Billy Garrett,WES,23,1,0,26,6,9,0.667,2,4,0.5,4,5,0.8,0.778,0,0,,0,1,1,1,1,0,3,1,14,
John Gillon,HAW,23,3,0,73,13,28,0.464,4,7,0.571,9,21,0.429,0.536,17,22,0.773,0,6,6,11,4,0,7,7,47,
Jordan Green,AUS,24,2,0,6,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,1,0,2,3,1,2,
Josh Hagins,REN,25,1,0,20,4,15,0.267,1,5,0.2,3,10,0.3,0.3,2,2,1,1,3,4,3,0,0,1,4,11,
Daniel Hamilton,OKL,25,1,1,37,7,15,0.467,3,5,0.6,4,10,0.4,0.567,1,2,0.5,2,9,11,3,1,0,6,2,18,
Olivier Hanlan,AUS,24,4,0,94,16,34,0.471,6,16,0.375,10,18,0.556,0.559,3,4,0.75,3,9,12,11,2,0,3,8,41,
Kevin Hardy,RGV,24,1,0,7,0,0,,0,0,,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,
Isaiah Hartenstein,RGV,19,2,0,39,6,13,0.462,0,2,0,6,11,0.545,0.462,2,2,1,6,10,16,0,2,0,2,6,14,
Tucker Haymond,AUS,23,2,0,6,0,1,0,0,0,,0,1,0,0,2,2,1,0,0,0,0,1,0,1,0,2,
Reggie Hearn,GRR,26,1,1,36,2,7,0.286,2,5,0.4,0,2,0,0.429,1,1,1,0,1,1,1,0,0,4,3,7,
Jordan Henriquez,WES,28,1,0,12,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,1,1,2,0,1,0,2,3,2,
Robert Heyer,SBL,25,3,3,49,3,10,0.3,1,6,0.167,2,4,0.5,0.35,0,0,,3,7,10,2,0,0,2,3,7,
Isaiah Hicks,WES,23,1,1,40,11,18,0.611,1,2,0.5,10,16,0.625,0.639,0,0,,3,5,8,2,0,0,5,2,23,
Stephan Hicks,FWN,25,1,1,24,3,9,0.333,0,3,0,3,6,0.5,0.333,1,2,0.5,2,2,4,1,1,1,3,4,7,
Darrun Hilliard,AUS,24,4,4,121,30,60,0.5,8,24,0.333,22,36,0.611,0.567,6,9,0.667,0,16,16,9,6,2,9,15,74,
Demarcus Holland,SBL,23,2,0,8,0,3,0,0,1,0,0,2,0,0,0,2,0,0,0,0,4,1,0,1,1,0,
Tra-Deon Hollins,FWN,22,1,0,12,1,1,1,0,0,,1,1,1,1,0,0,,0,4,4,4,1,0,2,3,2,
Jeremy Hollowell,HAW,23,3,3,68,6,15,0.4,2,6,0.333,4,9,0.444,0.467,0,0,,1,6,7,3,2,2,2,3,14,
Michael Holyfield,SBL,25,3,0,40,5,9,0.556,0,0,,5,9,0.556,0.556,1,3,0.333,5,5,10,0,1,1,1,10,11,
Jon Horford,GRR,26,1,0,12,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,2,1,3,0,0,0,0,1,2,
Keith Hornsby,TEX,26,1,0,17,1,5,0.2,0,3,0,1,2,0.5,0.2,3,4,0.75,0,2,2,1,1,0,1,0,5,
R.J. Hunter,RGV,24,2,2,61,14,36,0.389,4,21,0.19,10,15,0.667,0.444,6,7,0.857,1,3,4,4,4,0,3,6,38,
Andre Ingram,SBL,32,3,0,99,13,28,0.464,8,18,0.444,5,10,0.5,0.607,3,4,0.75,0,4,4,3,0,0,1,3,37,
Zak Irvin,WES,23,1,0,9,0,0,,0,0,,0,0,,,0,0,,0,2,2,1,0,0,1,1,0,
Cory Jefferson,TEX,27,1,1,37,6,17,0.353,2,6,0.333,4,11,0.364,0.412,2,4,0.5,4,5,9,1,1,1,1,1,16,
Dakari Johnson,OKL,22,1,1,28,5,9,0.556,0,0,,5,9,0.556,0.556,5,6,0.833,4,1,5,1,0,1,2,4,15,
Nick Johnson,AUS,25,4,0,107,22,46,0.478,12,18,0.667,10,28,0.357,0.609,6,8,0.75,4,20,24,14,4,1,7,10,62,
DeQuan Jones,FWN,27,1,1,37,11,22,0.5,1,5,0.2,10,17,0.588,0.523,6,7,0.857,2,9,11,2,0,0,0,3,29,
Jalen Jones,TEX,24,1,1,38,5,12,0.417,2,5,0.4,3,7,0.429,0.5,6,7,0.857,0,5,5,4,1,0,1,3,18,
Matt Jones,REN,23,1,1,40,3,7,0.429,3,5,0.6,0,2,0,0.643,2,4,0.5,2,3,5,1,0,0,0,3,11,
Kaza Keane,RAP,24,4,0,40,4,12,0.333,1,6,0.167,3,6,0.5,0.375,3,4,0.75,1,5,6,7,0,0,5,7,12,
Bronson Koenig,GRR,23,1,0,22,5,11,0.455,1,5,0.2,4,6,0.667,0.5,0,0,,0,2,2,1,0,0,0,1,11,
Luke Kornet,WES,22,1,1,32,0,9,0,0,6,0,0,3,0,0,0,0,,1,4,5,2,0,1,0,2,0,
Jeff Ledbetter,AUS,29,4,0,60,10,17,0.588,7,14,0.5,3,3,1,0.794,0,0,,0,8,8,10,3,0,4,9,27,
Walter Lemon Jr.,FWN,25,1,1,27,3,11,0.273,0,1,0,3,10,0.3,0.273,3,6,0.5,2,4,6,4,3,0,7,5,9,
Justin Leon,OKL,22,1,0,31,6,12,0.5,3,8,0.375,3,4,0.75,0.625,2,4,0.5,0,8,8,1,1,0,1,1,17,
Julien Lewis,RGV,25,2,2,49,7,13,0.538,1,5,0.2,6,8,0.75,0.577,2,2,1,2,7,9,3,0,0,8,4,17,
Damon Lynn,TEX,24,1,0,17,0,4,0,0,4,0,0,0,,0,0,0,,1,0,1,3,0,0,0,2,0,
Scott Machado,SBL,27,3,3,122,21,53,0.396,5,11,0.455,16,42,0.381,0.443,10,12,0.833,5,16,21,26,1,0,7,6,57,
Josh Magette,HAW,28,3,3,113,19,48,0.396,7,19,0.368,12,29,0.414,0.469,12,13,0.923,0,12,12,30,6,0,13,13,57,
Jordan Mathews,HAW,23,3,0,15,0,2,0,0,0,,0,2,0,0,0,0,,0,1,1,1,0,0,0,1,0,
Chris McCullough,HAW,22,3,0,48,7,13,0.538,1,3,0.333,6,10,0.6,0.577,4,4,1,3,8,11,2,1,0,6,8,19,
KJ McDaniels,GRR,24,1,0,25,3,15,0.2,1,6,0.167,2,9,0.222,0.233,0,0,,1,5,6,0,1,0,3,1,7,
Alfonzo McKinnie,RAP,25,5,5,140,17,44,0.386,2,17,0.118,15,27,0.556,0.409,6,11,0.545,10,25,35,2,4,6,7,13,42,
Trey McKinney-Jones,FWN,27,1,0,17,3,5,0.6,0,2,0,3,3,1,0.6,0,0,,1,0,1,1,0,0,1,1,6,
Kennedy Meeks,RAP,22,5,5,126,20,41,0.488,1,4,0.25,19,37,0.514,0.5,8,11,0.727,19,28,47,4,4,2,14,16,49,
Malcolm Miller,RAP,24,5,5,159,13,34,0.382,7,26,0.269,6,8,0.75,0.485,9,9,1,1,18,19,2,6,4,5,14,42,
Duke Mondy,TEX,30,1,1,31,3,13,0.231,1,4,0.25,2,9,0.222,0.269,1,2,0.5,0,4,4,13,2,0,2,3,8,
Luis Montero,REN,24,1,0,10,0,3,0,0,0,,0,3,0,0,0,0,,0,1,1,1,0,0,1,3,0,
Ben Moore,FWN,22,1,0,32,6,9,0.667,0,0,,6,9,0.667,0.667,6,7,0.857,1,4,5,4,1,0,0,2,18,
Yannis Morin,OKL,24,1,0,11,0,2,0,0,1,0,0,1,0,0,2,4,0.5,3,4,7,3,0,2,1,0,2,
Darius Morris,RGV,27,2,2,64,10,25,0.4,2,10,0.2,8,15,0.533,0.44,3,4,0.75,2,7,9,12,2,0,8,5,25,
Jamel Morris,GRR,25,1,1,23,3,8,0.375,2,4,0.5,1,4,0.25,0.5,0,0,,0,0,0,5,1,0,1,2,8,
Monte Morris,RGV,22,2,0,66,15,26,0.577,4,8,0.5,11,18,0.611,0.654,5,5,1,2,6,8,11,4,3,5,1,39,
Roger Moute A Bidias,RAP,22,4,0,25,1,6,0.167,0,2,0,1,4,0.25,0.167,0,0,,1,2,3,1,2,0,0,1,2,
Byron Mullens,LAK,28,1,1,36,8,13,0.615,3,8,0.375,5,5,1,0.731,1,4,0.25,1,6,7,5,2,1,8,2,20,
Landry Nnoko,GRR,23,1,1,36,7,11,0.636,0,0,,7,11,0.636,0.636,4,6,0.667,4,5,9,1,1,1,2,3,18,
Daniel Ochefu,REN,24,1,0,16,2,5,0.4,0,0,,2,5,0.4,0.4,2,4,0.5,2,4,6,1,0,2,1,2,6,
Chinanu Onuaku,RGV,21,2,2,56,6,13,0.462,0,1,0,6,12,0.5,0.462,3,4,0.75,1,15,16,8,3,3,4,8,15,
Reggis Onwukamuche,LAK,25,1,0,9,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,2,1,2,0,
Gary Payton II,SBL,25,3,3,119,33,60,0.55,4,10,0.4,29,50,0.58,0.583,7,13,0.538,10,19,29,17,13,6,8,11,77,
John Petrucelli,LAK,25,1,1,31,2,6,0.333,1,2,0.5,1,4,0.25,0.417,2,4,0.5,3,4,7,4,1,0,1,2,7,
T.J. Price,LAK,24,1,1,37,6,13,0.462,2,4,0.5,4,9,0.444,0.538,0,0,,0,1,1,3,2,0,0,6,14,
Raphiael Putney,HAW,27,3,3,99,17,41,0.415,10,25,0.4,7,16,0.438,0.537,6,8,0.75,4,23,27,4,1,5,3,13,50,
Zhou Qi,RGV,22,2,2,44,3,10,0.3,3,7,0.429,0,3,0,0.45,3,4,0.75,1,11,12,0,2,7,2,2,12,
Xavier Rathan-Mayes,WES,23,1,1,39,5,13,0.385,2,7,0.286,3,6,0.5,0.462,4,8,0.5,2,6,8,10,2,0,3,2,16,
Malachi Richardson,RAP,22,5,0,82,14,35,0.4,6,16,0.375,8,19,0.421,0.486,13,16,0.813,1,6,7,4,2,1,5,3,47,
Shane Richards,RGV,23,1,0,11,1,3,0.333,0,2,0,1,1,1,0.333,1,1,1,0,2,2,0,0,0,0,1,3,
Devin Robinson,WES,22,1,0,4,1,4,0.25,0,1,0,1,3,0.333,0.25,0,0,,1,1,2,0,0,0,0,1,2,
Maverick Rowan,LAK,21,1,0,13,0,2,0,0,1,0,0,1,0,0,0,0,,1,2,3,1,0,0,0,1,0,
JaKarr Sampson,REN,24,1,1,42,11,19,0.579,0,2,0,11,17,0.647,0.579,3,4,0.75,0,7,7,1,2,1,5,2,25,
Kethan Savage,RAP,24,2,0,6,0,1,0,0,0,,0,1,0,0,2,2,1,0,0,0,1,1,0,0,0,2,
Marcus Simmons,GRR,30,1,0,11,0,1,0,0,0,,0,1,0,0,0,0,,0,2,2,0,0,0,0,1,0,
Kenneth Smith,GRR,25,1,0,15,1,2,0.5,0,1,0,1,1,1,0.5,1,2,0.5,0,1,1,4,3,0,2,1,3,
James Southerland,SBL,27,3,0,43,9,18,0.5,3,6,0.5,6,12,0.5,0.583,1,2,0.5,3,9,12,3,1,0,2,5,22,
Edmond Sumner,FWN,22,1,0,21,7,11,0.636,1,1,1,6,10,0.6,0.682,3,5,0.6,3,4,7,1,0,2,2,1,18,
Craig Sword,HAW,24,3,3,87,9,18,0.5,2,6,0.333,7,12,0.583,0.556,7,8,0.875,0,14,14,11,2,4,8,13,27,
Rashawn Thomas,OKL,23,1,1,32,7,16,0.438,0,3,0,7,13,0.538,0.438,3,4,0.75,1,6,7,2,0,0,0,1,17,
Shevon Thompson,RAP,24,5,0,105,27,37,0.73,0,0,,27,37,0.73,0.73,6,14,0.429,20,20,40,3,1,8,3,8,60,
Jarrod Uthoff,FWN,24,1,1,23,4,6,0.667,4,5,0.8,0,1,0,1,0,0,,0,5,5,1,0,0,1,2,12,
Craig Victor,RGV,22,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,1,0,
Chris Walker,RGV,23,2,0,37,8,13,0.615,0,0,,8,13,0.615,0.615,4,5,0.8,6,5,11,2,1,2,0,1,20,
Jameel Warney,TEX,24,1,1,38,11,20,0.55,3,5,0.6,8,15,0.533,0.625,3,5,0.6,5,9,14,2,1,1,4,4,28,
Julian Washburn,AUS,26,4,4,118,11,21,0.524,3,10,0.3,8,11,0.727,0.595,0,0,,1,15,16,11,6,2,1,6,25,
Andre Washington,RAP,24,1,0,5,0,1,0,0,0,,0,1,0,0,2,2,1,1,0,1,0,0,0,0,0,2,
Paul Watson,WES,23,1,1,26,0,2,0,0,0,,0,2,0,0,0,0,,0,4,4,1,1,0,0,1,0,
Travis Wear,SBL,27,3,3,100,19,41,0.463,10,20,0.5,9,21,0.429,0.585,2,3,0.667,1,19,20,4,3,0,3,6,50,
Negus Webster-Chan,RAP,25,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
Andrew White,HAW,24,3,0,76,21,37,0.568,9,18,0.5,12,19,0.632,0.689,2,4,0.5,0,10,10,3,1,1,3,6,53,
Derrick White,AUS,23,4,4,131,36,80,0.45,11,32,0.344,25,48,0.521,0.519,16,17,0.941,6,14,20,16,7,7,14,8,99,
Derek Willis,GRR,22,1,1,27,3,8,0.375,2,5,0.4,1,3,0.333,0.5,0,0,,1,6,7,3,1,2,2,2,8,
Marcus Williams,REN,32,1,1,38,5,19,0.263,1,11,0.091,4,8,0.5,0.289,2,2,1,2,5,7,7,1,0,5,1,13,
Tommy Williams,HAW,24,2,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,
Jamil Wilson,FWN,27,1,0,26,2,8,0.25,0,4,0,2,4,0.5,0.25,6,7,0.857,2,5,7,5,0,0,2,0,10,
Adam Woodbury,WES,24,1,0,4,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,1,2,
Jay Wright,LAK,23,1,0,21,1,8,0.125,0,2,0,1,6,0.167,0.125,2,2,1,2,2,4,2,3,1,2,2,4,
Kendal Yancy,AUS,23,2,0,6,1,1,1,1,1,1,0,0,,1.5,0,0,,0,0,0,0,0,0,0,0,3,
Cameron Ayers,MAI,25,5,5,113,6,15,0.4,6,15,0.4,0,0,,0.6,0,0,,2,6,8,6,1,0,4,8,18,17-Dec
Ben Bentil,FWN,21,3,0,29,1,7,0.143,0,1,0,1,6,0.167,0.143,1,2,0.5,3,7,10,1,3,1,1,6,3,
Gerald Beverly,CAN,23,2,0,28,6,8,0.75,0,1,0,6,7,0.857,0.75,6,7,0.857,5,8,13,0,0,3,2,3,18,
DeJuan Blair,LOS,27,2,0,9,2,2,1,0,0,,2,2,1,1,2,2,1,1,4,5,0,0,1,0,5,6,
Vander Blue,LOS,24,3,3,108,29,59,0.492,2,14,0.143,27,45,0.6,0.508,17,23,0.739,1,13,14,7,6,0,9,8,77,
Jabari Brown,SCW,24,3,0,100,31,47,0.66,9,18,0.5,22,29,0.759,0.755,20,27,0.741,4,4,8,9,5,0,10,8,91,
Bruno Caboclo,RAP,21,7,7,194,33,64,0.516,13,31,0.419,20,33,0.606,0.617,2,4,0.5,10,26,36,8,3,10,13,14,81,
Alex Caruso,OKL,22,6,6,187,22,53,0.415,3,12,0.25,19,41,0.463,0.443,20,31,0.645,8,13,21,38,11,3,16,18,67,
Jordon Crawford,CAN,26,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,
Troy Devries,LOS,34,3,0,73,14,27,0.519,9,18,0.5,5,9,0.556,0.685,0,0,,1,7,8,1,3,0,5,7,37,
Asauhn Dixon-Tatum,MAI,25,2,0,8,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,2,2,0,0,0,2,0,4,
Terrence Drisdom,SCW,24,3,2,39,4,11,0.364,0,2,0,4,9,0.444,0.364,2,2,1,2,7,9,7,2,1,5,4,10,
Michael Dunigan,CAN,27,2,0,17,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,0,4,4,0,0,0,2,7,2,
Cleanthony Early,SCW,25,2,0,23,3,11,0.273,1,6,0.167,2,5,0.4,0.318,0,0,,1,2,3,2,0,0,0,4,7,
Arthur Edwards,MAI,24,5,0,102,9,23,0.391,5,13,0.385,4,10,0.4,0.5,6,9,0.667,2,5,7,8,4,6,6,9,29,
Kay Felder,CAN,21,2,2,71,18,49,0.367,4,12,0.333,14,37,0.378,0.408,13,16,0.813,4,3,7,15,2,0,9,7,53,
Chris Fowler,FWN,,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,
Josh Hagins,MAI,,2,0,7,0,0,,0,0,,0,0,,,0,0,,0,2,2,3,1,0,2,0,0,
Alex Hamilton,SCW,23,3,0,58,12,25,0.48,1,4,0.25,11,21,0.524,0.5,14,16,0.875,1,11,12,15,4,0,5,4,39,
Daniel Hamilton,OKL,21,6,6,199,31,84,0.369,14,43,0.326,17,41,0.415,0.452,20,22,0.909,4,40,44,39,8,1,18,9,96,
Tyler Hansbrough,FWN,,3,3,133,26,41,0.634,0,1,0,26,40,0.65,0.634,23,26,0.885,22,24,46,5,8,3,4,13,75,
Justin Harper,LOS,27,3,3,86,19,33,0.576,8,16,0.5,11,17,0.647,0.697,4,5,0.8,4,8,12,4,7,3,4,9,50,
Myke Henry,OKL,24,1,0,3,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,
Xavier Henry,OKL,25,5,0,48,6,17,0.353,3,9,0.333,3,8,0.375,0.441,6,6,1,1,4,5,1,2,0,0,3,21,
LaDontae Henton,SCW,25,3,1,65,9,20,0.45,6,12,0.5,3,8,0.375,0.6,0,0,,2,12,14,5,3,1,2,5,24,
Brady Heslip,RAP,26,7,0,198,32,80,0.4,23,64,0.359,9,16,0.563,0.544,13,14,0.929,1,19,20,17,5,0,8,13,100,
Stephan Hicks,FWN,24,3,3,99,13,28,0.464,3,7,0.429,10,21,0.476,0.518,5,6,0.833,2,12,14,6,6,0,0,5,34,
John Holland,CAN,28,2,2,65,10,27,0.37,4,16,0.25,6,11,0.545,0.444,6,7,0.857,0,4,4,4,5,1,3,6,30,
Jonathan Holmes,CAN,24,2,2,68,8,25,0.32,5,14,0.357,3,11,0.273,0.42,0,0,,4,10,14,3,2,1,4,5,21,
Josh Huestis,OKL,25,6,6,214,40,83,0.482,16,36,0.444,24,47,0.511,0.578,10,22,0.455,10,30,40,3,5,12,4,11,106,
Andre Ingram,LOS,31,3,0,49,7,14,0.5,6,12,0.5,1,2,0.5,0.714,1,2,0.5,0,6,6,4,1,0,1,2,21,
Demetrius Jackson,MAI,22,5,5,168,23,49,0.469,7,16,0.438,16,33,0.485,0.541,22,28,0.786,4,12,16,29,3,2,17,12,75,
Chris Johnson,RGV,26,8,8,323,56,94,0.596,21,46,0.457,35,48,0.729,0.707,8,9,0.889,29,37,66,10,7,10,12,26,141,
Dakari Johnson,OKL,21,6,6,179,55,87,0.632,0,0,,55,87,0.632,0.632,39,52,0.75,28,32,60,8,2,5,16,17,149,
Cameron Jones,CAN,27,2,0,57,10,23,0.435,2,6,0.333,8,17,0.471,0.478,0,0,,0,4,4,7,3,0,6,4,22,
Damian Jones,SCW,21,3,3,71,17,29,0.586,0,0,,17,29,0.586,0.586,6,8,0.75,9,13,22,3,2,8,7,14,40,
Jalen Jones,MAI,23,5,5,169,28,59,0.475,8,24,0.333,20,35,0.571,0.542,14,19,0.737,9,35,44,9,6,3,11,19,78,
Roosevelt Jones,CAN,24,2,2,59,7,13,0.538,0,0,,7,13,0.538,0.538,0,0,,9,11,20,3,1,0,2,9,14,
Solomon Jones,OKL,,5,0,41,4,7,0.571,0,0,,4,7,0.571,0.571,4,8,0.5,3,10,13,1,0,2,1,9,12,
John Jordan,RAP,24,7,5,173,22,51,0.431,7,14,0.5,15,37,0.405,0.5,21,30,0.7,7,18,25,35,6,0,12,21,72,
Markus Kennedy,RGV,25,1,0,11,2,2,1,0,0,,2,2,1,1,1,2,0.5,4,1,5,2,0,0,2,2,5,
Dallas Lauderdale,MAI,28,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0,
CJ Leslie,RAP,25,6,0,106,30,54,0.556,7,15,0.467,23,39,0.59,0.62,15,30,0.5,9,26,35,4,8,4,11,16,82,
Travis Leslie,FWN,26,3,0,84,25,45,0.556,7,18,0.389,18,27,0.667,0.633,2,5,0.4,5,5,10,6,8,0,4,5,59,
Julien Lewis,RGV,24,7,0,37,4,8,0.5,4,8,0.5,0,0,,0.75,0,0,,1,2,3,1,1,0,3,4,12,
Jordan Loyd,FWN,23,3,3,77,7,30,0.233,0,11,0,7,19,0.368,0.233,9,11,0.818,2,8,10,8,1,0,1,8,23,
Josh Magette,LOS,27,3,3,106,19,38,0.5,10,21,0.476,9,17,0.529,0.632,9,13,0.692,2,6,8,32,4,0,6,11,57,
Sheldon McClellan,RGV,24,3,1,89,19,30,0.633,5,10,0.5,14,20,0.7,0.717,14,14,1,1,9,10,7,0,1,8,10,57,
Trey McKinney-Jones,FWN,26,3,3,131,30,55,0.545,3,9,0.333,27,46,0.587,0.573,9,10,0.9,3,14,17,5,4,0,4,5,72,
Jordan Mickey,MAI,22,5,5,181,45,83,0.542,3,11,0.273,42,72,0.583,0.56,16,18,0.889,17,47,64,6,5,17,13,13,109,
Malcolm Miller,MAI,25,5,0,44,3,8,0.375,2,6,0.333,1,2,0.5,0.5,3,3,1,3,5,8,1,0,1,1,5,11,
Yanick Moreira,RAP,25,7,2,149,27,46,0.587,0,1,0,27,45,0.6,0.587,12,14,0.857,18,25,43,13,2,3,6,21,66,
Eric Moreland,CAN,25,2,2,68,9,17,0.529,0,0,,9,17,0.529,0.529,1,4,0.25,9,11,20,7,0,5,3,5,19,
Darius Morris,RGV,26,9,9,372,81,177,0.458,21,71,0.296,60,106,0.566,0.517,27,40,0.675,7,33,40,71,17,1,25,28,210,
Boubacar Moungoro,OKL,22,3,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,
Abdel Nader,MAI,23,5,5,193,32,83,0.386,7,34,0.206,25,49,0.51,0.428,26,33,0.788,1,23,24,23,4,3,14,13,97,
Georges Niang,FWN,23,3,3,101,19,51,0.373,1,13,0.077,18,38,0.474,0.382,7,8,0.875,6,14,20,15,0,1,7,13,46,
David Nwaba,LOS,24,3,3,113,25,46,0.543,1,2,0.5,24,44,0.545,0.554,19,22,0.864,7,18,25,7,2,1,0,8,70,
Chris Obekpa,SCW,23,3,0,69,8,17,0.471,0,0,,8,17,0.471,0.471,4,6,0.667,13,10,23,2,2,15,4,8,20,
Goodluck Okonoboh,RAP,22,6,3,39,3,7,0.429,0,0,,3,7,0.429,0.429,0,2,0,4,4,8,1,0,5,2,5,6,
Kevin Olekaibe,CAN,24,1,0,23,3,7,0.429,2,5,0.4,1,2,0.5,0.571,2,2,1,0,1,1,0,2,1,1,2,10,
Chinanu Onuaku,RGV,20,8,8,213,19,41,0.463,0,0,,19,41,0.463,0.463,15,24,0.625,26,59,85,15,12,23,20,33,53,
Phil Pressey,SCW,25,3,3,97,10,32,0.313,5,15,0.333,5,17,0.294,0.391,5,6,0.833,1,12,13,21,1,2,3,6,30,
Pascal Siakam,RAP,22,7,7,250,53,106,0.5,1,13,0.077,52,93,0.559,0.505,19,32,0.594,16,39,55,17,15,10,17,19,126,
EJ Singler,RAP,26,7,6,220,28,61,0.459,14,37,0.378,14,24,0.583,0.574,3,3,1,2,23,25,21,7,3,10,14,73,
Joshua Smith,RGV,24,9,0,68,19,28,0.679,0,0,,19,28,0.679,0.679,8,12,0.667,13,5,18,6,1,1,12,22,46,
Kenneth Smith,LOS,24,3,0,63,4,17,0.235,0,8,0,4,9,0.444,0.235,0,0,,1,3,4,13,5,0,2,7,8,
James Southerland,SCW,26,3,3,90,14,35,0.4,6,21,0.286,8,14,0.571,0.486,7,10,0.7,2,22,24,8,3,0,3,12,41,
Deshawn Stephens,LOS,,3,0,44,7,13,0.538,0,0,,7,13,0.538,0.538,2,2,1,5,2,7,0,0,4,2,9,16,
Walter Tavares,RAP,24,2,2,57,8,13,0.615,0,0,,8,13,0.615,0.615,1,2,0.5,8,17,25,4,1,11,4,7,17,
Isaiah Taylor,RGV,22,7,7,238,39,101,0.386,10,35,0.286,29,66,0.439,0.436,27,40,0.675,8,22,30,47,7,0,21,19,115,
Marquis Teague,FWN,23,3,0,69,9,25,0.36,0,3,0,9,22,0.409,0.36,4,5,0.8,1,4,5,12,1,0,5,6,22,
